timestamp,Q_h(kWh),T_op(°C),T_ext(°C),ΦH_em_eff(kW),θH_em_flow(°C),θH_em_ret(°C),V_H_em_eff(m3/h),θH_em_flw_min_req(°C),θH_nod_out(°C),θH_cr_flw(°C),θH_cr_ret(°C),V_H_cr(m3/h),θH_dis_flw(°C),θH_dis_ret(°C),βH_em(-),Q_w_dis_i_ls(kWh),Q_w_dis_i_aux(kWh),Q_w_dis_i_ls_rbl_H(kWh),QH_dis_i_req(kWh),QH_dis_i_in(kWh),V_H_dis(m3/h),max_output_g1(kWh),QH_gen_out(kWh),θX_gen_cr_flw(°C),θX_gen_cr_ret(°C),V_H_gen(m3/h),efficiency_gen(%),EHW_gen_in(kWh),EHW_gen_aux(kWh),QW_gen_i_ls_rbl_H(kWh),QW_gen_out(kWh),QHW_gen_out(kWh),EH_gen_in(kWh),EWH_gen_in(kWh)
2009-12-06 16:00:00,9.716696676222513,20.0,5.51,10.796329640247237,96.46244014808677,69.47161604746869,0.3448275862068966,98.46244014808677,34.85884615384615,34.85884615384615,69.47161604746869,0.0,96.46244014808677,69.47161604746869,1.3495412050309046,3.022417348693331,0.024,2.7201756138239976,10.796329640247237,11.074571375116571,0.35371444211201286,27.0,11.074571375116571,96.46244014808677,88.25905394429671,1.1637931034482758,95.0,11.657443552754284,0.0,0.23314887105508506,0.0,11.074571375116571,11.657443552754284,0.0
2009-12-06 17:00:00,9.75036801177577,20.0,4.69,10.83374223530641,96.67698508560642,69.5926294973404,0.3448275862068966,98.67698508560642,35.394999999999996,35.394999999999996,69.5926294973404,0.0,96.67698508560642,69.5926294973404,1.3542177794133012,3.0304707499907235,0.024,2.7274236749916514,10.83374223530641,11.112789310305482,0.35370938597839574,27.0,11.112789310305482,96.67698508560642,88.44528930019496,1.163793103448276,95.0,11.697672958216296,0.0,0.23395345916432575,0.0,11.112789310305482,11.697672958216296,0.0
2009-12-06 18:00:00,9.821557481524712,20.000000000000004,3.86,10.912841646138569,97.13014643761242,69.84804232226601,0.3448275862068966,99.13014643761242,35.93769230769231,35.93769230769231,69.84804232226601,0.0,97.13014643761242,69.84804232226601,1.364105205767321,3.0474765302370823,0.024,2.742728877213374,10.912841646138569,11.193589299162278,0.35369874357035685,27.0,11.193589299162278,97.13014643761242,88.83859880860334,1.163793103448276,95.0,11.782725578065557,0.0,0.23565451156131162,0.0,11.193589299162278,11.782725578065557,0.0
2009-12-06 19:00:00,9.882541779272149,20.000000000000004,3.13,10.980601976969055,97.51787500031261,70.06637005788997,0.3448275862068966,99.51787500031261,36.415,36.415,70.06637005788997,0.0,97.51787500031261,70.06637005788997,1.3725752471211319,3.0620218813968623,0.024,2.755819693257176,10.980601976969055,11.262804165108744,0.35368967769902193,27.0,11.262804165108744,97.51787500031261,89.17505710023207,1.163793103448276,95.0,11.855583331693415,0.0,0.23711166663386862,0.0,11.262804165108744,11.855583331693413,0.0
2009-12-06 20:00:00,9.917632150223493,19.999999999999996,2.84,11.019591278026104,97.7407783942654,70.19180019920016,0.3448275862068966,99.7407783942654,36.604615384615386,36.604615384615386,70.19180019920016,0.0,97.7407783942654,70.19180019920016,1.377448909753263,3.0703818862431733,0.024,2.7633436976188563,11.019591278026104,11.302629466650423,0.35368448234081384,27.0,11.302629466650423,97.7407783942654,89.36846027082065,1.163793103448276,95.0,11.897504701737288,0.0,0.23795009403474623,0.0,11.302629466650423,11.89750470173729,0.0
2009-12-06 21:00:00,8.648503431216568,20.0,2.42,9.609448256907298,89.58327593840703,65.55965529613879,0.3448275862068966,91.58327593840703,36.87923076923077,36.87923076923077,65.55965529613879,0.0,89.58327593840703,65.55965529613879,1.2011810321134122,2.7634303496290995,0.024,2.4870873146661894,9.609448256907298,9.861791291870208,0.3538827199998109,27.0,9.861791291870208,89.58327593840703,82.2782453518365,1.163793103448276,95.0,10.380832938810746,0.0,0.20761665877621527,0.0,9.861791291870208,10.380832938810746,0.0
2009-12-06 22:00:00,8.669056298660756,20.000000000000004,2.09,9.63228477628973,89.71703628378589,65.63632434306157,0.3448275862068966,91.71703628378589,37.095,37.095,65.63632434306157,0.0,89.71703628378589,65.63632434306157,1.2040355970362162,2.768480655044339,0.024,2.4916325895399054,9.63228477628973,9.885132841794164,0.3538793314708653,27.0,9.885132841794164,89.71703628378589,82.39471566023465,1.1637931034482758,95.0,10.405402991362278,0.0,0.20810805982724576,0.0,9.885132841794164,10.405402991362278,0.0
2009-12-06 23:00:00,1.0165042330713432,17.0,1.81,1.129449147857048,29.502335728675764,26.678712859033144,0.3448275862068966,31.502335728675764,37.278076923076924,37.278076923076924,26.678712859033144,0.09186051659461461,29.502335728675764,26.678712859033144,0.141181143482131,0.5323451661050137,0.024,0.4791106494945123,1.129449147857048,1.1586836644675493,0.35375305913841504,27.0,1.1586836644675493,29.502335728675764,28.502335728675764,0.9988652279892667,105.74883213566211,1.0956940526597094,0.0,0.0,0.0,1.1586836644675493,1.0956940526597094,0.0
2009-12-07 00:00:00,2.8964001458709174,16.999999999999996,1.56,3.2182223843010194,45.8403496382177,37.79479367746515,0.3448275862068966,47.8403496382177,37.44153846153846,37.44153846153846,37.79479367746515,0.0,45.8403496382177,37.79479367746515,0.4022777980376274,1.1912434395763887,0.024,1.0721190956187499,3.2182223843010194,3.313346728258658,0.35502001357811785,27.0,3.313346728258658,45.8403496382177,43.38601872839647,1.163793103448276,98.30699063580177,3.370408052193994,0.0,0.022824529574134368,0.0,3.313346728258658,3.3704080521939934,0.0
2009-12-07 01:00:00,3.1006979244252877,17.0,1.23,3.4452199160280976,47.45998811721458,38.84693832714433,0.3448275862068966,49.45998811721458,37.6573076923077,37.6573076923077,38.84693832714433,0.0,47.45998811721458,38.84693832714433,0.4306524895035122,1.2553662346646137,0.024,1.1298296111981523,3.4452199160280976,3.5467565394945586,0.3549902549580695,27.0,3.5467565394945586,47.45998811721458,44.832761050922315,1.1637931034482758,97.58361947453884,3.6345818679332402,0.0,0.035130131375472655,0.0,3.5467565394945586,3.6345818679332402,0.0
